target_id,campaign_name,contact_name,organization_name,approval_status,target_send_date,intended_ask,template_type
target_66db05377d527d1d,CEL journalist-use outreach 2026-07-07,Harvard Crimson managing editor,The Harvard Crimson,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_6ccb9facc731a16a,CEL journalist-use outreach 2026-07-07,Alligator newsroom,The Independent Florida Alligator,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_f7b329cd5bf30e47,CEL journalist-use outreach 2026-07-07,Lantern newsroom,The Lantern,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_7ac9a6df4bc0e6f7,CEL journalist-use outreach 2026-07-07,Miami Hurricane editors,The Miami Hurricane,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_9627c43435f17296,CEL journalist-use outreach 2026-07-07,Minnesota Daily editor,The Minnesota Daily,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_4f7f63c78f9d98cc,CEL journalist-use outreach 2026-07-07,Rice Thresher editors,The Rice Thresher,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_b2bf3f49f661c5e3,CEL journalist-use outreach 2026-07-07,Stanford Daily news desk,The Stanford Daily,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_4013199759f2de43,CEL journalist-use outreach 2026-07-07,State Press editors,The State Press,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_e3b66cd0658f4898,CEL journalist-use outreach 2026-07-07,The Tech news editors,The Tech,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_5560d4b73739691f,CEL journalist-use outreach 2026-07-07,Tufts Daily editors,The Tufts Daily,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_42ee0697e0dea2a3,CEL journalist-use outreach 2026-07-07,Tulane Hullabaloo editors,The Tulane Hullabaloo,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
target_6550236df6d6ec79,CEL journalist-use outreach 2026-07-07,Yale Daily News editors,Yale Daily News,approved_for_draft,2026-07-07,Try Campus Evidence Lab on one real reporting question and tell me what would make it more usable under deadline,student-newsroom
